BookingID,UserID,BookingDateTime,TotalPrice,Status,ServiceType
888,62,2026-04-06 11:20:50,35609.2,Completed,Flight
889,173,2025-04-10 23:58:29,8356.72,Refunded,Train
890,174,2024-09-09 13:18:52,14268.64,Confirmed,Flight
891,51,2026-05-18 18:55:36,3927.6,Confirmed,Bus
892,103,2024-10-16 11:39:44,83818.8,Confirmed,Hotel
893,54,2024-11-25 20:26:04,61174.38,Pending,Hotel
894,148,2026-02-28 02:00:24,647.42,Refunded,Train
895,293,2025-07-09 06:18:42,3089.38,Completed,Bus
896,223,2026-01-26 18:30:33,18400.75,Refunded,Train
897,110,2024-04-11 16:38:50,9258.27,Confirmed,Train
898,60,2024-10-24 00:10:21,32618.08,Confirmed,Hotel
899,73,2025-09-05 08:57:46,2054.36,Completed,Train
900,159,2024-07-28 23:47:14,14024.41,Completed,Hotel
